text,label,label_name
"GOP contenders nearly silent on Colorado Springs shooting The Republican presidential field, which for much of the year has been full-throated in its denunciations of Planned Parenthood, has been nearly silent about the shooting in Colorado at one of its facilities that left a police officer and two others dead.

In contrast, all three of the leading Democratic contenders quickly issued statements in support of Planned Parenthood.

President Obama, meanwhile, focused on the episode as more impetus for a renewed push to stop “the easy accessibility of weapons of war on our streets to people who have no business wielding them. Period. Enough is enough.”

Not until much more is known about alleged gunman Robert Lewis Dear Jr. and his precise motivations will the political implications of his actions become clear. It was suspected, according to a law enforcement official, that heated rhetoric surrounding the issue of abortion influenced Dear’s actions.

The setting he chose was one that has developed particular resonance this election cycle, after an antiabortion group released a series of secretly filmed videos in which Planned Parenthood officials discuss the techniques and financial aspects of harvesting fetal tissue samples for scientific research.

The videos, which Planned Parenthood noted were heavily edited, showed the officials talking about gruesome details with clinical detachment. Many Republicans have also accused Planned Parenthood of selling such tissue, which would be illegal and which the organization vehemently denies.

[Undercover video shows Planned Parenthood official discussing fetal organs used for research]

Stopping federal funding of the organization has become a rallying cry of Republican politicians and a battle flag in the larger, decades-long political struggle over abortion rights. Democrats have also been vociferous in their defense of the organization, which they say is a crucial provider of women’s health services.

As a presidential campaign issue, criticism of Planned Parenthood reached a crescendo during the Sept. 16 GOP presidential debate at the Ronald Reagan Presidential Library in Simi Valley, Calif.

“I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, its heart beating, its legs kicking while someone says we have to keep it alive to harvest its brain. This is about the character of our nation,” former Hewlett-Packard chief executive Carly Fiorina said during the debate.

Her characterization of the video was incorrect, conflating the image of a fetus with a voice claiming to witness another scene. But it packed an emotional wallop, and Fiorina has continued to insist that it was accurate.

[Fact-checking the second round of GOP debates]

Fiorina has not said anything publicly about the shootings at the clinic, but a campaign spokeswoman noted that she is scheduled to appear on “Fox News Sunday.”

The only GOP contenders to make reference to the Colorado shooting as of late Saturday were Sen. Ted Cruz (R-Tex.), Ohio Gov. John Kasich and former Florida governor Jeb Bush.

All expressed sympathy for the victims, though none of the three mentioned Planned Parenthood. Bush, however, said: “There is no acceptable explanation for this violence, and I will continue to pray for those who have been impacted.”

Cruz tweeted Saturday morning: “Praying for the loved ones of those killed, those injured & first responders who bravely got the situation under control in Colorado Springs.”

The reactions of Colorado’s two senators were also telling of the political sensitivities.

Democrat Michael F. Bennet tweeted: “Our thoughts tonight are with the victims and their families, Planned Parenthood, and the city and police department of Colorado Springs”

The state’s junior senator, Republican Cory Gardner — who defeated incumbent Mark Udall last year in an election that Democrats tried to make a referendum on reproductive rights — issued a statement Saturday night that did not mention the site of the killings.

Gardner said that he and his wife, Jaime, were “deeply saddened by the events that unfolded in Colorado Springs earlier today. This senseless act of violence is truly tragic and our hearts are with the victims and their families during this difficult time.”

At a rally Saturday in Sarasota, Fla., GOP front-runner Donald Trump stressed his opposition to gun control but talked only about the terrorist attacks in Paris.

“If some of those folks that were just slaughtered in Paris, if a couple of guns were in that room that were held by the good guys, you would’ve had a different story, let me tell you,” Trump said.

Leading Democrats expressed support and sympathy for Planned Parenthood, but most stopped short of asserting that the gunman was motivated by animosity toward the organization and one of the services it offers. Sen. Bernie Sanders of Vermont, however, seemed to be edging in that direction.

“While we still do not know the shooter’s motive, what is clear is that Planned Parenthood has been the subject of vicious and unsubstantiated statements attacking an organization that provides critical health care for millions of Americans,” Sanders said. “I strongly support Planned Parenthood and the work it is doing, and hope people realize that bitter rhetoric can have unintended consequences.”

His rivals for the Democratic nomination, former secretary of state Hillary Clinton and former Maryland governor Martin O’Malley, contained their comments to tweets that included the hashtag “#StandWithPP.”

In Saturday’s statement, Obama said, “We don’t yet know what this particular gunman’s so-called motive was for shooting twelve people, or for terrorizing an entire community, when he opened fire with an assault weapon and took hostages at a Planned Parenthood center in Colorado.”

“What we do know is that he killed a cop in the line of duty, along with two of the citizens that police officer was trying to protect,” he said. “And we know that more Americans and their families had fear forced upon them.”

Rebecca Sinderbrand in Sarasota, Fla., contributed to this report.",0,Fake
"Trump calls for '21st century' Glass-Steagall banking law (Reuters) - U.S. Republican presidential candidate Donald Trump on Wednesday called for a “21st century” version of the 1933 Glass-Steagall law that required the separation of commercial and investment banking, a change the Republican Party also supported in its 2016 policy platform. Trump gave no details about his banking plan other than to say he would prioritize “helping African American businesses get the credit they need.”  Democrat Hillary Clinton’s husband, former president Bill Clinton, signed legislation in 1999 that repealed Glass-Steagall. U.S. banking law was comprehensively revised by the Dodd Frank Wall Street Reform and Consumer Protection Act in 2010 as a response to the financial crisis of 2008.  ",0,Fake
" Ivanka Trump’s Business Gets Slapped With A Lien For Owing Over $5,000 In Unpaid Taxes Not paying taxes and being in debt appears to be a Trump family tradition.Like her father, Ivanka Trump apparently has a problem paying her taxes and it turns out she owes thousands.Her business has taken a lot of major hits recently as retailers drop her products due to poor sales and boycotts. After Nordstrom s dropped her products, Donald Trump lashed out at them on Twitter and Kellyanne Conway resorted to peddling Ivanka s products on Fox News, which violated ethics rules and put Ivanka in an even worse position.Now the state of New York has slapped her jewelry store with a lien for failing to pay taxes.Ivanka Trump owns Trump Fine Jewelry, a store operated in Trump Tower in New York that sells items starting at $1,000 and as high as $20,000.And just like her father, Ivanka doesn t think she should have to pay her taxes either.In January, New York filed a lien against Ivanka s jewelry business for owing $5,000 in unpaid taxes, an amount that is still not paid off.One would think that a person as wealthy as Ivanka would just pay her taxes and move on but Ivanka seems to just want to move on without paying what she owes as if she is somehow entitled to not pay taxes just because her daddy is in the White House.But that s not how it works. If a person owes taxes they are obligated under the law to pay them.And this isn t the first time Ivanka has tried to escape paying her debts. Just last year, she was ordered to pay over $3 million to KGK Jewelry for failing to pay them for services rendered. Again, her father has a history of failing to pay contractors for doing jobs.One has to wonder how much debt Donald Trump owes to his own creditors. After all, Trump often does business with banks overseas because American banks refuse to give him loans since he is a credit risk. Only Trump s taxes would give us definitive knowledge of Trump s finances.But now we know that his daughter definitely does not pay her taxes. And she must have learned it from someone, and there s no one better at failing to pay taxes than Donald Trump.Featured image via Joe Scarnici/Getty Images",1,Real
"HOW OBAMA MADE IT POSSIBLE FOR ISIS To Erase 2,000 Years Of Christianity From Iraq [VIDEO] ISIS stormed into Mosul, Iraq last summer. Much of what took 2,000 years to build has been lost in a matter of months. There are no Christians left in Mosul Surely, our intelligence community warned Obama this would happen. If our President is so concerned about the welfare of Muslims (mostly men) supposedly escaping persecution by ISIS, why did he abandon these Christians in Iraq?Nothing is sacred to these monsters. Christian relics and books from the 1st century have been destroyed by ISIS. Christian homes in Mosul have been marked by ISIS. If you are a Christian and ISIS puts their mark on your home, it signifies you are expected to either convert to Islam, pay an extortion fee or  face the sword. Unfortunately, democracy in Iran brought a new wave of persecution for Christians. When the US withdrew from Iraq completely, the situation became dire. The government was not capable of taking care of the Christian population and ISIS moved in to eradicate the Christian population and erase any trace of Christianity. Where Christians have been living for over 1,000 years, there is nothing but silence empty building and homes. ",1,Real
"Prepare For The Pirates: Direct Democracy Driven Political Party May Gain Power In Iceland Prepare For The Pirates: Direct Democracy Driven Political Party May Gain Power In Iceland   
We are not here to gain power, we are here to distribute power. 

–Ásta Guthrún Helgadóttir Pirate member of Iceland’s Parliament 
While there are all sorts of populist political movements gaining traction across the West, the only one I find genuinely revolutionary and distinctly interesting and productive is Iceland’s Pirate Party. 
I’ve covered the upstart party in the past, most recently earlier this year in the post, “The Pirates Are Coming”– Iceland’s Pirate Party Polls at 43% Following the PM’s Resignation . Now, with the Icelandic election just days away (October 29th), the party is back in the news due to an expected strong performance. 
REYKJAVIK, ICELAND — The party that could be on the cusp of winning Iceland’s national elections on Saturday didn’t exist four years ago. 

Its members are a collection of anarchists, hackers, libertarians and Web geeks. It sets policy through online polls — and thinks the government should do the same. It wants to make Iceland “a Switzerland of bits,” free of digital snooping. It has offered Edward Snowden a new place to call home. 

And then there’s the name: In this land of Vikings, the Pirate Party may soon be king. 

To Jónsdóttir and other Pirate true believers — who define their party as neither left nor right, but a radical movement that combines the best of both — the election here could also be the start of the reboot that Western democracy so desperately needs. 

“People want real changes and they understand that we have to change the systems, we have to modernize how we make laws,” said Jónsdóttir, whose jet-black hair and matching nail polish cut a distinctive profile in a country where politics has long been dominated by paunchy blond men. 

The sticker affixed to the back of her chrome-finish laptop stands out, too: an imitation seal of the U.S. government, the familiar arrow-bearing eagle encircled by the words “National Security Agency Monitored Device.” At the Pirates’ tech-start-up-esque office in an industrial area of Reykjavik’s seafront, a Guy Fawkes mask hangs from the wall and a skull-and-crossbones flag peeks out from a ceramic vase. 

The Pirates have spelled out their positions on issues from fishing quotas to online pornography to Snowden. (Party leaders offered him Icelandic citizenship if he can find a way to get here.) But on some of the biggest questions facing the country, the official party position is to punt to the voters. 

To party devotees, that’s fine. The Pirates, they say, are less about any specific ideology than they are about a belief that the West’s creaking political systems can be hacked to give citizens a greater say in their democracy. 

“We are not here to gain power,” said Ásta Guthrún Helgadóttir, a 26-year-old Pirate member of Parliament. “We are here to distribute power.” 
Like everything else, the Pirate Party cannot be seen in a vacuum. A total implosion of the Icelandic economy was necessary to clear the path. 
Iceland’s political status quo—a Nordic-style parliamentary democracy, dominated for decades by pro-NATO conservatives—was shattered when the country went bust in the 2008 financial crisis, pitching Iceland into its deepest crisis since full independence and the republic were declared in 1944. This year, Iceland was rocked again when the Panama Papers leak exposed corruption among top politicos, including the prime minister, who resigned under fire. “People here are angry and frustrated,” says Karl Blöndal, deputy editor of the center-right Morgunbladid. “In the minds of many voters, the Pirates are the only untainted party, and with them Birgitta carries authority. She’s been the face of the opposition since the crash.” 

Iceland’s Pirates, though they currently hold only three spots in the 64-seat parliament, are among the highest-profile of Europe’s Pirate parties. The anarchic hacker-led movement, global in scope, focuses on privacy rights and freedom of expression in the digital age. Born a decade ago in Sweden, and since turbo-charged by WikiLeaks’ and Edward Snowden’s disclosures about NSA surveillance, the Pirates have dozens of chapters worldwide, from Australia to Canada, and a headquarters in Geneva. Iceland’s Pirates were the first in the world voted into a national legislature. 

Indeed, Jónsdóttir and Iceland’s Pirates see themselves as part of something greater than the direct-democracy uprising they’re leading in the chill North Atlantic. They understand Iceland as the “test grounds for radical progressive changes,” and they stand for an international legalization of WikiLeaks, asylum for Edward Snowden, and legalizing drugs across Europe. They say they’ll turn diminutive Iceland (a country so small its citizens are listed in the phone book by first names) into an international digital safe haven where data, such as whistle-blower revelations, can be securely transmitted and stored. 

In contrast to Europe and the United States, however, Iceland refused to rescue the banks with taxpayer money; instead, the failed banks were renationalized. Iceland chose instead to protect its citizens, first by imposing capital controls so that money couldn’t leave the country and, second, by expanding the social safety net. “Iceland did the right thing…creditors, not the taxpayers, shouldered the losses of banks,” said economist and Nobel laureate Joseph Stiglitz in 2011. The bankers were eventually sent to jail: 26 financiers received sentences totaling 74 years. 
The possibilities are endless once you start jailing bankers. Share This Article...",1,Real
" Bundy ‘Militia’ Is Begging You To Send Them A Bunch Of Tampons — For Freedom Folks, Barack Obama s tyranny has hit the fine, upstanding patriots currently occupying a federal building in Oregon hard. Not only did the crazed, armed occupiers  mommies forget to pack snacks for them, but they seem to have run out of clean underwear and tampons   as well as other items needed for their pretend revolution (don t worry, they do have plenty of guns).Even though police have promised them the freedom to move in and out of the Malheur National Wildlife Refuge   a strange thing to grant terrorists   these grown men playing cowboy seem entirely incapable of driving to the store to buy their own supplies. The new wish list, posted to Twitter by extremism analyst J.J. McNab, includes much more than snacks.The militants now want supporters to provide them with tampons, underwear, t-shirts, money, blankets, socks, bed sheets, shampoo, deodorant (let s face it   that many Teabillies in one place can get a bit smelly), gaming supplies, and cigarettes:The need for tampons is no laughing matter. Recently, one of the militants announced that they plan to use women and children as shields against anything they view as an attack   in that case, the presence of women and children was used to dissuade the evil government from shutting off the electricity. This, of course, is a tactic that was used at Bundy Ranch as well, with one armed terrorist revealing that  If they are going to start shooting, it s going to be women that are going to be televised all across the world getting shot. I personally think that helping them would be a great idea. Send as many tampons as you want (using that big, bad government mail system) to:Malheur National Wildlife Refuge, c/o Y All Qaeda36391 Sodhouse LnPrinceton, OR 9772Let s send them more tampons than they will ever use. They can find their own damn coats.If you don t want to waste money on tampons, make a phone call and urge the FBI to finally take action against these dangerous domestic terrorists.Featured image via FreakOutNation",1,Real
"Alt-Left Vandalizes Catholic Saint Statue: “The statue should come down” President Trump was right again! He said mob rule of removing statues is a slippery slope. Where does it end? A great example of the problem is the latest statue to be vandalized:On top of people calling for the removal of George Washington s statue and the Jefferson Memorial, vandals in California have pointed their crosshairs at recently-canonized St. Junipero Serra.According to a CBS Local report, a photo circulating the rounds on Facebook shows that a statue of Junipero Serra alongside a Native American boy in a park across from Mission San Fernando was vandalized with red paint and the word  murder  written in white. The Native American boy had a swastika painted across his chest.City officials could not confirm the photo s authenticity. However, when investigators went to the site, they did indeed see red paint on Serra s arm and a swastika painted on the child next to him, which means the neighboring Catholic mission apparently cleaned the statue as best they could to avoid drawing controversy.That would make perfect sense, considering that whenever the Left gets their hands on controversy like this, they always show up to get their inner Bolshevik on.Some of the people interviewed by CBS expressed disapproval of the statue s presence, falsely claiming that St. Junipero Serra sought the destruction of Native American culture.Read more: Daily Wire",1,Real
"A Tear in the Fabric of America’s Political Theater [Graphic: Clinton vs Trump by DonkeyHotey .] Paul Jay interviews Henry A. Giroux Editor's Note The idea here that there politics is theater is not new; however, “political theater” has never taken on the connotations that embrace what this campaign has revealed. It is clear that there has been an agreement about what “story” is being played out, but that has gotten repeatedly derailed by two (now 3) sources of counter-story. One source, as noted in the following interview, are the wikileak materials. Another source has been Trump himself. While he may not understand politics, he is very adept with theater and controlling the media, and he has played them like a piano. Throughout this endless campaign I kept remembering “there is no such thing as bad press.” Trump has certainly proved the truth of that adage repeatedly. The third source is James Comey. His repeated breaching of judicial-political norms will likely reverberate well after November 8th.
Mentioned within this interview is the phenomenon of Americans seeming inability to maintain a long term memory. I believe this is a rich area to examine though this is not the focus of this discussion. Most people in the U.S. seem to live in the cultural equivalent of anteretrograde amnesia and lack the ability to make long term memories that extend beyond themselves. They remember their own histories, but their social memory is constantly being rewritten and little if anything seems to stick. Transcript PAUL JAY, TRNN: Welcome to the Real News Network. Im Paul Jay in Baltimore. Im known for a documentary I made called Hitman Hart: Wrestling with Shadows. It was about professional wrestling and a battle between Bret Hart and Vince McMann and we got a lot of behind the scenes coverage in that and I got to know the wrestling world some. It occurred to me that theres a certain kind of press that covers wrestling much the way a lot of press covers American politics. Now everyone that has any sense about them at all knows that professional wrestling is theater. In fact, the film I made helped kind of make that clear for everyone. But it is theater and everyone acknowledges its theater but there is still some press out there that plays along and covers the wrestling theater as if its real. Well I think much the same thing goes on in American politics. Much of the election campaigns are positioning, rhetoric, language, supposedly support this, oppose that, which is really all part of the theater. But because it does affect the horse race of the outcome of the elections, most of the corporate media covers all of this theater as if its real. Well somethings happening in this election which because of partly the bluster and in some ways weird honesty of Donald Trump, some of that theater is breaking down. The WikiLeaks about Hillary Clinton and behind the scenes machinations of the Clinton campaign, theres been somewhat of a tear in the fabric of this theater. Now joining us to talk about this is Henry Giroux. Henry joins us from Hamilton, Ontario. Hes a professor of scholarship in the public interest at McMaster University and author of his most recent book, America at war with itself. Thanks for joining us Henry. HENRY GIROUX: Its a pleasure to be with you. JAY: So, what do you make of the idea that wrestling and American politics have a lot in common? GIROUX: I think its a fabulous analogy. I think that in many ways what we see happening is the cultural celebrity which has never really been taken too seriously, although it confers a great deal of authority, has all of a sudden outed itself. Its out of the closet. I mean people realize that what were getting is not only an exercise in performance and showmanship but were also getting what I would call, an elimination of the truth. The truth is one of the great causalities of this particular election cycle. Its never been more visible than it is now. In one hand, what you have basically a celebrity who has no trouble lying because he believes that nobody will really take him too seriously because he thinks he really is a celebrity. On the other hand, you have the alternative press, you have the alternative media exposing all the nonsense that of course Hillary Clinton believes in and making it clear that she has no lock on honesty either. It seems to me that as the truth begins to disappear, questions are being raised about what are the conditions that produced this. What are the contradictions at work here? What does it mean for instance when Hillary Clinton says she believes in families and she believes in children and she worked for the Childrens Defense Fund when in actuality as the first lady, she had no trouble calling black youth super predators, she basically supported her husbands welfare program which did horrible things for pro minorities? She supported an educational system in part that had nothing to do with the imagination and real learning. Had everything to do with accountability and standardization. So, it goes on and on. I think that as this fabric gets torn, as the veil gets sort of taken away and as the mystic of theater begins to dissolve, a kind of shocking reality emerges. One steeped in corruption, despair, inequality, poverty, systemic violence, racism, that becomes increasing difficult for the American political, financial, and corporate elite to basically legitimize. JAY: I think the Clinton campaigns particularly interesting. First of all, you have a 74 senator from Vermont. If hed had maybe another month or two, might have actually might have won in terms of especially in his weakness in the south and amongst African Americans. Another month or two and he might have sorted some of that out. Its quite remarkable that someone at least in terms of mainstream media, someone who came from obscurity, I think people that followed progressive politics, he was certainly well known. But for most of the country, they barely knew his name. To go from there to almost winning and theres some suggestion, some of the specific state races he certainly didnt lose fairly. Now you have the majority of the country simply says they dont believe Hillary Clinton is a truth teller. They think shes a liar. They dont trust her. Yet shes the only candidate these elites got. Trump lies exposed. Even the republicans, the fact that the system couldn’t come up with better candidates within the republican party to actually take on someone like Trump that shouldve been an easy duck to shoot of anybody of any caliber. The whole caliber of these political candidates has just banal. GIROUX: I think whats interesting here is that the republican party, they couldnt come up with a decent candidate because they had no sense of the degree to which they had violated any principles that sort of [attaches] them to any notion of civic justice or to the economic issues that have caused enormous anger throughout the country, that they were unwilling to address. I think theres another issue here. I think the issue is something you mentioned earlier about Bernie Sanders, who I find very hopeful, in that people dont realize that language matters and I think what Bernie did, taking off from the Occupied movement which gave us a new language about inequality. Bernie gave us a language for economic and social justice and political justice in a way that we havent heard before because it was endlessly being replayed over and over again. I think that what you have there is you have the power of what I call a reimagination machine that attacks a disimagination machine. He took the disimagination machine which covers everything over in lies and false metaphors and indecent stories and corruption and he exposed them and I think that one of the great beginnings, one of the great movements for any form of insurrection of democracy is to make power visible. I think he did that. I think the black lives matter movement does that. I think theyre all driving liberals absolutely crazy because its becoming increasingly difficult for the liberals to basically defend this thing that they call democracy. Its not a democracy at all. They know it. But they don’t have a language to basically come back at this. I know. I was listening to a radio this morning and I don’t know if you know this but the alt-right, they’re responding to this by intimidating people, by attempting to ruin the lives of now I think its like 500 reporters throughout the United States attacking their families, putting stuff on twitter, putting pictures of their children up in ways that are utterly disgusting and vile. I think you see two moments here. You see a moment of impending fascism which is utterly violent and criminogenic. Then you see another moment which is criminogenic but not as violent. But its grappling at the same time with some way to rescue itself by pointing only to Trump without at the same time pointing to its own liabilities. JAY: I think the sort of mediocrity banality of these candidates, its not just a happen chance, and many of the presidents in the past and I would put both Bill Clinton and Barack Obama – theyre smart guys. I disagree with probably 98 or 99% of their policies and both of them were involved in what I think could be categorized as war crimes, including Bill Clinton and sanctions on Iraq and the drone policy and others and the development of the war on Syria with Obama and such and Libya of course. But that being said, these are smart guys. They speak in full paragraphs. They are articulate. They can crack jokes. Theyre knowledgeable. But it was under their watch that we had a great leap in this transfer of wealth to the top 1 or so percentile. A great leap in the parasitism of capital. Casino capitalism. Massive derivatives and speculative markets and this very parasitical, very degenerate you could say type of capital created this orgy of profits for this top tier at a level theyd never seen before and when you live in the bubble of those massive profits, perhaps they have no idea whats going on amongst the American people. So, all of a sudden they get this shock in the republican party and almost a major shock in the democratic party and I dont know if they really come back from this because I dont know if they can really get out of this bubble disconnect with whats going on in terms of daily life. GIROUX: They meaning the financial elite. Is that what youre saying? JAY: Well the financial and political elites, yea. GIROUX: Exactly. Well I dont want to underestimate the power of the cultural apparatuses that they control to basically normalize what appears to be unimaginable. I mean Im always shocked by that I think the real issue here is that we live in a country in which memory is very short. We live in a culture of the immediate. Im often shocked about what gets forgotten 5 days after the news cycle. So, the real question is, how do you keep the count of memories. These images. How do you keep this language up? This critical language that consistently reminds people of the contradictions and the crimes. The United States is a war culture. I mean there’s no other way to talk about it. Its primarily organized for the production of violence at almost every level. Of course, the punishing state is getting worse and the acceleration of police violence is getting worse. I think as long as the alternative media can focus on and sustain these images and these stories and these counter narratives, I think theyre fine. But its a hard fight because as you well know Paul the mainstream media controls most of the media and so the real question here is how do we take the question of culture and power and education and link it to everyday life in ways that allow it to travel across a variety of public spheres so that these memories and injustice and corruption can be sustained? JAY: Thanks very much for joining us Henry. GIROUX: My pleasure. JAY: And thank you for joining us on the Real News Network. 
Henry A. Giroux, Contributing Editor C urrently holds the Global TV Network Chair Professorship at McMaster University in the English and Cultural Studies Department and a Distinguished Visiting Professorship at Ryerson University. His books include: American at War with Itself , Zombie Politics and Culture in the Age of Casino Capitalism (Peter Land 2011), On Critical Pedagogy (Continuum, 2011), Twilight of the Social: Resurgent Publics in the Age of Disposability (Paradigm 2012), Disposable Youth: Racialized Memories and the Culture of Cruelty (Routledge 2012), Youth in Revolt: Reclaiming a Democratic Future (Paradigm 2013). Giroux’s most recent books are America’s Education Deficit and the War on Youth (Monthly Review Press, 2013), are Neoliberalism’s War on Higher Education, America’s Disimagination Machine (City Lights) and Higher Education After Neoliberalism (Haymarket) will be published in 2014). He is also a Contributing Editor of Cyrano’s Journal Today / The Greanville Post , and member of Truthout’s Board of Directors and has his own page The Public Intellectual . His web site is www.henryagiroux.com .   [email-subscribers namefield=”YES” desc=”” group=”Public”]",1,Real
"Kenyan opposition says a strategist arrested, no reason given NAIROBI (Reuters) - Kenya s opposition National Super Alliance said on Sunday that one of its key strategists had been arrested in Kwale, in the country s coastal region, and that his whereabouts were unknown. The Alliance said economist David Ndii had been taken away from the Diani area late on Sunday.  The family was told that he had been taken to the Diani beach police station, but when they went there they were told he was not there nor did they know where he was. No reason was given for his arrest,  Salim Lone, an adviser for Raila Odinga, the coalition s leader, said in a statement.  NASA lawyers from Nairobi and the coast are trying to locate where he is being held,  he said, referring to the coalition by its acronyms. Charles Owino, a police spokesman, said he was unaware of Ndii s arrest, as were police in Kwale.  Police have confirmed they have David Ndii at Diani Police Station. But they want to go back to his Leopard Beach Hotel in Kwale and pick the computer and laptop for the information they need,  Dennis Onyango, Odinga s spokesman, said on Twitter. President Uhuru Kenyatta defeated Odinga in August, but Odinga challenged the election and a court voided the results, citing procedural irregularities, and ordered a fresh vote. The court s decision was the first of its kind in Africa. Odinga boycotted the October repeat poll, saying the country s election commission had failed to carry out sufficient reforms. Kenyatta won with 98 percent of the vote. Last week, Odinga said he planned to have a people s assembly swear him in on Dec. 12 - the country s independence day - raising the prospect for confrontation with security forces. Lone said that Ndii had been appointed chairman of a steering committee for the steering committee organizing for Odinga s planned swearing in.  Why has @DavidNdii been arrested and where is he being held? Is he being permitted to speak to his lawyer? Is the rule of law and due process being respected?  Isaac Okero, the president of Law Society of Kenya, said on Twitter. Kenya is a regional hub for trade, diplomacy and security. The prolonged election season disrupted its economy as investors waited to see the outcome. ",0,Fake
"WOW! OBAMA MEDIA ALLY EXPOSES HUGE LIE: Why Obama Regime “Cooked” Intel On ISIS [VIDEO] President Obama on ISIS: They re  a bunch of killers with good social media. They are dangerous and they ve caused great hardship to   an overwhelming majority of people.  Really Barry?  They ve caused a great hardship?  When someone you love has their head chopped off, or they re burned alive, or nailed to a cross and tortured, or when one of your young daughters is raped repeatedly and then taken away in a cage to be sold to the highest bidding Muslim pedophile as a sex slave do you call that a  hardship?  Because the rest of America calls it an evil that needs to be exterminated. And guess what Barry? We hired you to protect and defend the citizens of the United States from all enemies, foreign and domestic. We didn t hire you to start a war within our own country by manipulating our young sons and daughters in colleges and universities across America. Where did you get the idea that your top priority as our Commander in Chief was to divide our nation down lines of race and social class? Even the mainstream media is not going to sit back and allow you to lie about our enemies or skew intelligence to hide the fact you are a weak and incompetent leader. The idea that the NYT s would actually expose your lies makes us fear that the situation is even worse than what is being reported.Richard Haas, an American diplomat and president of the Council on Foreign Relations, said on Monday there are serious implications if a recent New York Times report suggesting the Obama administration  cooked  intel on the Islamic State turns out to be true. I hope it s not true. I hope it s not true,  Haas said.  The principle requirement of intelligence analysts is to speak truth to power. It s not to make them comfortable, it s to make them smart and aware. He continued,  If it is true, it d be very interesting to know exactly where the pressure is coming from because it s corrosive. It means you can t then trust what policy is based on. So it is truly, truly a bad thing if, again, it is true.  Via: The BlazeMore from the New York Times report:The Pentagon s inspector general is investigating allegations that military officials have skewed intelligence assessments about the United States-led campaign in Iraq against the Islamic State to provide a more optimistic account of progress, according to several officials familiar with the inquiry.The investigation began after at least one civilian Defense Intelligence Agency analyst told the authorities that he had evidence that officials at United States Central Command   the military headquarters overseeing the American bombing campaign and other efforts against the Islamic State   were improperly reworking the conclusions of intelligence assessments prepared for policy makers, including President Obama, the government officials said.Fuller details of the claims were not available, including when the assessments were said to have been altered and who at Central Command, or Centcom, the analyst said was responsible. The officials, speaking only on the condition of anonymity about classified matters, said that the recently opened investigation focused on whether military officials had changed the conclusions of draft intelligence assessments during a review process and then passed them on.Haas also criticized the White House for downplaying the challenge of defeating the Islamic State in the face of the deadly Paris terrorist attacks.",1,Real
